Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;393;-;-;393;-;-
Wählende;203;51,7 %;+03;203;51,7 %;+03
Ungültige Stimmen;4;2,0 %;+15;6;3,0 %;+20
Gültige Stimmen;199;98,0 %;-15;197;97,0 %;-20
SPD;52;26,1 %;-09;53;26,9 %;-40
AfD;88;44,2 %;+139;83;42,1 %;+136
CDU;24;12,1 %;-55;20;10,2 %;-65
GRÜNE/B 90;1;0,5 %;-23;1;0,5 %;-14
DIE LINKE;4;2,0 %;-56;1;0,5 %;-66
BVB / FREIE WÄHLER;24;12,1 %;+02;7;3,6 %;-55
FDP;6;3,0 %;+02;3;1,5 %;-09
Tierschutzpartei;-;-;-;1;0,5 %;-14
Plus;-;-;-;0;0,0 %;-14
BSW;-;-;-;25;12,7 %;+127
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,5 %;+05
WU;-;-;-;2;1,0 %;+10
