Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;134;-;-;134;-;-
Ungültige Stimmen;2;1,5 %;-;1;0,7 %;-
Gültige Stimmen;132;98,5 %;-;133;99,3 %;-
SPD;37;28,0 %;-;38;28,6 %;-
AfD;44;33,3 %;-;43;32,3 %;-
CDU;21;15,9 %;-;14;10,5 %;-
GRÜNE/B 90;7;5,3 %;-;11;8,3 %;-
DIE LINKE;2;1,5 %;-;2;1,5 %;-
BVB / FREIE WÄHLER;9;6,8 %;-;4;3,0 %;-
FDP;2;1,5 %;-;4;3,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;1;0,8 %;-;1;0,8 %;-
BSW;-;-;-;16;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,8 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Demokraten BB;8;6,1 %;-;-;-;-
