Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.423;-;-;1.423;-;-
Wählende;668;46,9 %;-;668;46,9 %;-
Ungültige Stimmen;16;2,4 %;-;17;2,5 %;-
Gültige Stimmen;652;97,6 %;-;651;97,5 %;-
SPD;241;37,0 %;-;173;26,6 %;-
AfD;307;47,1 %;-;294;45,2 %;-
CDU;51;7,8 %;-;58;8,9 %;-
GRÜNE/B 90;2;0,3 %;-;8;1,2 %;-
DIE LINKE;15;2,3 %;-;11;1,7 %;-
BVB / FREIE WÄHLER;28;4,3 %;-;11;1,7 %;-
FDP;6;0,9 %;-;5;0,8 %;-
Tierschutzpartei;-;-;-;10;1,5 %;-
Plus;-;-;-;2;0,3 %;-
BSW;-;-;-;77;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
Die PARTEI;2;0,3 %;-;-;-;-
