Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;716;-;-;716;-;-
Wählende;406;56,7 %;+31;406;56,7 %;+31
Ungültige Stimmen;5;1,2 %;-09;5;1,2 %;-06
Gültige Stimmen;401;98,8 %;+09;401;98,8 %;+06
SPD;91;22,7 %;+37;93;23,2 %;+37
AfD;163;40,6 %;+211;152;37,9 %;+195
CDU;76;19,0 %;-178;63;15,7 %;-180
GRÜNE/B 90;9;2,2 %;-61;14;3,5 %;-77
DIE LINKE;32;8,0 %;-09;13;3,2 %;-48
BVB / FREIE WÄHLER;18;4,5 %;+07;10;2,5 %;-02
FDP;10;2,5 %;-13;3;0,7 %;-38
Tierschutzpartei;-;-;-;6;1,5 %;+04
Plus;-;-;-;1;0,2 %;-06
BSW;-;-;-;42;10,5 %;+105
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,7 %;+07
WU;-;-;-;1;0,2 %;+02
dieBasis;2;0,5 %;+05;-;-;-
