Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;651;-;-;651;-;-
Ungültige Stimmen;1;0,2 %;-;0;0,0 %;-
Gültige Stimmen;650;99,8 %;-;651;100,0 %;-
SPD;210;32,3 %;-;229;35,2 %;-
AfD;101;15,5 %;-;99;15,2 %;-
CDU;202;31,1 %;-;156;24,0 %;-
GRÜNE/B 90;63;9,7 %;-;58;8,9 %;-
DIE LINKE;28;4,3 %;-;14;2,2 %;-
BVB / FREIE WÄHLER;35;5,4 %;-;17;2,6 %;-
FDP;11;1,7 %;-;9;1,4 %;-
Tierschutzpartei;-;-;-;11;1,7 %;-
Plus;-;-;-;7;1,1 %;-
BSW;-;-;-;46;7,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
