Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;731;-;-;731;-;-
Ungültige Stimmen;7;1,0 %;-;3;0,4 %;-
Gültige Stimmen;724;99,0 %;-;728;99,6 %;-
SPD;244;33,7 %;-;229;31,5 %;-
AfD;80;11,0 %;-;72;9,9 %;-
CDU;202;27,9 %;-;181;24,9 %;-
GRÜNE/B 90;44;6,1 %;-;58;8,0 %;-
DIE LINKE;27;3,7 %;-;12;1,6 %;-
BVB / FREIE WÄHLER;113;15,6 %;-;36;4,9 %;-
FDP;14;1,9 %;-;8;1,1 %;-
Tierschutzpartei;-;-;-;21;2,9 %;-
Plus;-;-;-;13;1,8 %;-
BSW;-;-;-;92;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;4;0,5 %;-
