Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;524;-;-;524;-;-
Ungültige Stimmen;11;2,1 %;-;4;0,8 %;-
Gültige Stimmen;513;97,9 %;-;520;99,2 %;-
SPD;157;30,6 %;-;160;30,8 %;-
AfD;105;20,5 %;-;95;18,3 %;-
CDU;80;15,6 %;-;54;10,4 %;-
GRÜNE/B 90;30;5,8 %;-;34;6,5 %;-
DIE LINKE;80;15,6 %;-;37;7,1 %;-
BVB / FREIE WÄHLER;35;6,8 %;-;10;1,9 %;-
FDP;23;4,5 %;-;8;1,5 %;-
Tierschutzpartei;-;-;-;8;1,5 %;-
Plus;-;-;-;13;2,5 %;-
BSW;-;-;-;96;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;4;0,8 %;-
dieBasis;3;0,6 %;-;-;-;-
