Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;213;-;-;213;-;-
Wählende;130;61,0 %;+166;130;61,0 %;+166
Ungültige Stimmen;3;2,3 %;+08;3;2,3 %;+10
Gültige Stimmen;127;97,7 %;-08;127;97,7 %;-10
SPD;34;26,8 %;+83;29;22,8 %;-16
AfD;62;48,8 %;+246;52;40,9 %;+151
CDU;15;11,8 %;-67;11;8,7 %;-85
GRÜNE/B 90;4;3,1 %;-109;4;3,1 %;-67
DIE LINKE;4;3,1 %;-98;1;0,8 %;-112
BVB / FREIE WÄHLER;7;5,5 %;-36;4;3,1 %;-14
FDP;0;0,0 %;-15;1;0,8 %;-16
Tierschutzpartei;1;0,8 %;+08;1;0,8 %;-21
Plus;-;-;-08;0;0,0 %;-08
BSW;-;-;-;23;18,1 %;+181
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,8 %;+08
WU;-;-;-;0;0,0 %;00
