Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;886;-;-;886;-;-
Ungültige Stimmen;7;0,8 %;-;0;0,0 %;-
Gültige Stimmen;879;99,2 %;-;886;100,0 %;-
SPD;336;38,2 %;-;331;37,4 %;-
AfD;147;16,7 %;-;131;14,8 %;-
CDU;212;24,1 %;-;146;16,5 %;-
GRÜNE/B 90;30;3,4 %;-;28;3,2 %;-
DIE LINKE;49;5,6 %;-;29;3,3 %;-
BVB / FREIE WÄHLER;83;9,4 %;-;21;2,4 %;-
FDP;22;2,5 %;-;11;1,2 %;-
Tierschutzpartei;-;-;-;29;3,3 %;-
Plus;-;-;-;8;0,9 %;-
BSW;-;-;-;145;16,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;2;0,2 %;-
