Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;13.009;-;-;13.009;-;-
Wählende;10.416;80,1 %;+147;10.416;80,1 %;+147
Ungültige Stimmen;130;1,2 %;+02;76.0;0,7 %;-01
Gültige Stimmen;10.286;98,8 %;-02;10.34;99,3 %;+01
SPD;3.357;32,6 %;+72;3.055;29,5 %;+51
AfD;3.120;30,3 %;+96;2.774;26,8 %;+56
CDU;1.470;14,3 %;-16;1.231;11,9 %;-21
GRÜNE/B 90;261;2,5 %;-79;423.0;4,1 %;-80
DIE LINKE;754;7,3 %;-64;326.0;3,2 %;-100
BVB / FREIE WÄHLER;1.046;10,2 %;+16;333.0;3,2 %;-32
FDP;278;2,7 %;-20;104.0;1,0 %;-35
Tierschutzpartei;-;-;-;217.0;2,1 %;-07
Plus;-;-;-;111.0;1,1 %;-01
BSW;-;-;-;1.681;16,3 %;+163
III. Weg;-;-;-;12.0;0,1 %;+01
DKP;-;-;-04;10.0;0,1 %;+01
DLW;-;-;-;27.0;0,3 %;+03
WU;-;-;-;36.0;0,3 %;+03
