Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;684;-;-;684;-;-
Wählende;306;44,7 %;-;306;44,7 %;-
Ungültige Stimmen;5;1,6 %;-;7;2,3 %;-
Gültige Stimmen;301;98,4 %;-;299;97,7 %;-
SPD;150;49,8 %;-;141;47,2 %;-
AfD;88;29,2 %;-;82;27,4 %;-
CDU;40;13,3 %;-;32;10,7 %;-
GRÜNE/B 90;5;1,7 %;-;2;0,7 %;-
DIE LINKE;7;2,3 %;-;4;1,3 %;-
BVB / FREIE WÄHLER;9;3,0 %;-;7;2,3 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;10;3,3 %;-
Plus;1;0,3 %;-;0;0,0 %;-
BSW;-;-;-;20;6,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
