Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;790;-;-;790;-;-
Wählende;472;59,7 %;-;472;59,7 %;-
Ungültige Stimmen;3;0,6 %;-;5;1,1 %;-
Gültige Stimmen;469;99,4 %;-;467;98,9 %;-
SPD;159;33,9 %;-;140;30,0 %;-
AfD;140;29,9 %;-;138;29,6 %;-
CDU;94;20,0 %;-;72;15,4 %;-
GRÜNE/B 90;12;2,6 %;-;18;3,9 %;-
DIE LINKE;5;1,1 %;-;7;1,5 %;-
BVB / FREIE WÄHLER;51;10,9 %;-;25;5,4 %;-
FDP;4;0,9 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;10;2,1 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;47;10,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;4;0,9 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,4 %;-
EB Schamberger;0;0,0 %;-;-;-;-
