Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;779;-;-;779;-;-
Wählende;433;55,6 %;-;433;55,6 %;-
Ungültige Stimmen;11;2,5 %;-;8;1,8 %;-
Gültige Stimmen;422;97,5 %;-;425;98,2 %;-
SPD;115;27,3 %;-;103;24,2 %;-
AfD;170;40,3 %;-;155;36,5 %;-
CDU;81;19,2 %;-;58;13,6 %;-
GRÜNE/B 90;5;1,2 %;-;8;1,9 %;-
DIE LINKE;21;5,0 %;-;11;2,6 %;-
BVB / FREIE WÄHLER;26;6,2 %;-;10;2,4 %;-
FDP;3;0,7 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;14;3,3 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;58;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;0;0,0 %;-
