Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;909;-;-;909;-;-
Wählende;458;50,4 %;-;458;50,4 %;-
Ungültige Stimmen;5;1,1 %;-;3;0,7 %;-
Gültige Stimmen;453;98,9 %;-;455;99,3 %;-
SPD;94;20,8 %;-;93;20,4 %;-
AfD;212;46,8 %;-;201;44,2 %;-
CDU;52;11,5 %;-;43;9,5 %;-
GRÜNE/B 90;4;0,9 %;-;5;1,1 %;-
DIE LINKE;31;6,8 %;-;16;3,5 %;-
BVB / FREIE WÄHLER;51;11,3 %;-;15;3,3 %;-
FDP;4;0,9 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;12;2,6 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;65;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;5;1,1 %;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;0;0,0 %;-
