Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;857;-;-;857;-;-
Wählende;397;46,3 %;-;397;46,3 %;-
Ungültige Stimmen;6;1,5 %;-;0;0,0 %;-
Gültige Stimmen;391;98,5 %;-;397;100,0 %;-
SPD;129;33,0 %;-;137;34,5 %;-
AfD;122;31,2 %;-;116;29,2 %;-
CDU;82;21,0 %;-;37;9,3 %;-
GRÜNE/B 90;14;3,6 %;-;17;4,3 %;-
DIE LINKE;18;4,6 %;-;8;2,0 %;-
BVB / FREIE WÄHLER;21;5,4 %;-;5;1,3 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;16;4,0 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;54;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
