Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;333;-;-;333;-;-
Ungültige Stimmen;4;1,2 %;+03;0;0,0 %;-06
Gültige Stimmen;329;98,8 %;-03;333;100,0 %;+06
SPD;93;28,3 %;+19;96;28,8 %;+39
AfD;122;37,1 %;+74;117;35,1 %;+39
CDU;61;18,5 %;-13;35;10,5 %;-76
GRÜNE/B 90;3;0,9 %;-40;9;2,7 %;-21
DIE LINKE;16;4,9 %;-35;5;1,5 %;-70
BVB / FREIE WÄHLER;24;7,3 %;+36;5;1,5 %;-20
FDP;3;0,9 %;-40;1;0,3 %;-46
Tierschutzpartei;-;-;-;2;0,6 %;-22
Plus;-;-;-;1;0,3 %;-06
BSW;-;-;-;58;17,4 %;+174
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,6 %;+06
WU;-;-;-;2;0,6 %;+06
EB Hoffmann;7;2,1 %;+00;-;-;-
