Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.182;-;-;1.182;-;-
Wählende;453;38,3 %;-;453;38,3 %;-
Ungültige Stimmen;7;1,5 %;-;6;1,3 %;-
Gültige Stimmen;446;98,5 %;-;447;98,7 %;-
SPD;134;30,0 %;-;119;26,6 %;-
AfD;216;48,4 %;-;202;45,2 %;-
CDU;49;11,0 %;-;31;6,9 %;-
GRÜNE/B 90;2;0,4 %;-;8;1,8 %;-
DIE LINKE;10;2,2 %;-;11;2,5 %;-
BVB / FREIE WÄHLER;17;3,8 %;-;9;2,0 %;-
FDP;4;0,9 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;4;0,9 %;-
Plus;5;1,1 %;-;3;0,7 %;-
BSW;-;-;-;48;10,7 %;-
III. Weg;-;-;-;4;0,9 %;-
DKP;2;0,4 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;6;1,3 %;-
Demokraten BB;7;1,6 %;-;-;-;-
