Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;837;-;-;837;-;-
Ungültige Stimmen;6;0,7 %;-03;0;0,0 %;-05
Gültige Stimmen;831;99,3 %;+03;837;100,0 %;+05
SPD;287;34,5 %;+77;287;34,3 %;+89
AfD;-;-;-222;159;19,0 %;-35
CDU;223;26,8 %;+94;160;19,1 %;+14
GRÜNE/B 90;17;2,0 %;-70;19;2,3 %;-74
DIE LINKE;41;4,9 %;-77;18;2,2 %;-84
BVB / FREIE WÄHLER;69;8,3 %;-09;32;3,8 %;-30
FDP;11;1,3 %;-13;10;1,2 %;-21
Tierschutzpartei;-;-;-;8;1,0 %;-17
Plus;-;-;-;7;0,8 %;-04
BSW;-;-;-;127;15,2 %;+152
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;5;0,6 %;+06
WU;-;-;-;4;0,5 %;+05
EB Raue;183;22,0 %;+220;-;-;-
