Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;783;-;-;783;-;-
Wählende;447;57,1 %;+76;447;57,1 %;+76
Ungültige Stimmen;3;0,7 %;-07;1;0,2 %;-12
Gültige Stimmen;444;99,3 %;+07;446;99,8 %;+12
SPD;114;25,7 %;-02;119;26,7 %;+13
AfD;220;49,5 %;+212;205;46,0 %;+175
CDU;38;8,6 %;-116;28;6,3 %;-109
GRÜNE/B 90;2;0,5 %;-77;5;1,1 %;-78
DIE LINKE;4;0,9 %;-73;4;0,9 %;-71
BVB / FREIE WÄHLER;61;13,7 %;+77;22;4,9 %;+09
FDP;3;0,7 %;-24;3;0,7 %;-32
Tierschutzpartei;-;-;-;7;1,6 %;-15
Plus;-;-;-;1;0,2 %;-07
BSW;-;-;-;49;11,0 %;+110
III. Weg;-;-;-;1;0,2 %;+02
DKP;1;0,2 %;+00;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;1;0,2 %;+02
EB Schamberger;1;0,2 %;+02;-;-;-
