Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;86;-;-;86;-;-
Wählende;56;65,1 %;-;56;65,1 %;-
Ungültige Stimmen;1;1,8 %;-;0;0,0 %;-
Gültige Stimmen;55;98,2 %;-;56;100,0 %;-
SPD;17;30,9 %;-;15;26,8 %;-
AfD;31;56,4 %;-;31;55,4 %;-
CDU;4;7,3 %;-;3;5,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,8 %;-
DIE LINKE;1;1,8 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;1;1,8 %;-;2;3,6 %;-
FDP;1;1,8 %;-;1;1,8 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;3;5,4 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
