Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;220;-;-;220;-;-
Wählende;131;59,5 %;-;131;59,5 %;-
Ungültige Stimmen;2;1,5 %;-;1;0,8 %;-
Gültige Stimmen;129;98,5 %;-;130;99,2 %;-
SPD;42;32,6 %;-;39;30,0 %;-
AfD;54;41,9 %;-;48;36,9 %;-
CDU;23;17,8 %;-;13;10,0 %;-
GRÜNE/B 90;3;2,3 %;-;1;0,8 %;-
DIE LINKE;-;-;-;4;3,1 %;-
BVB / FREIE WÄHLER;7;5,4 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;24;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
