Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;433;-;-;433;-;-
Ungültige Stimmen;6;1,4 %;-;0;0,0 %;-
Gültige Stimmen;427;98,6 %;-;433;100,0 %;-
SPD;160;37,5 %;-;162;37,4 %;-
AfD;39;9,1 %;-;35;8,1 %;-
CDU;64;15,0 %;-;65;15,0 %;-
GRÜNE/B 90;102;23,9 %;-;79;18,2 %;-
DIE LINKE;29;6,8 %;-;16;3,7 %;-
BVB / FREIE WÄHLER;15;3,5 %;-;6;1,4 %;-
FDP;11;2,6 %;-;8;1,8 %;-
Tierschutzpartei;7;1,6 %;-;4;0,9 %;-
Plus;-;-;-;8;1,8 %;-
BSW;-;-;-;50;11,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
