Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;640;-;-;640;-;-
Ungültige Stimmen;12;1,9 %;+10;6;0,9 %;+02
Gültige Stimmen;628;98,1 %;-10;634;99,1 %;-02
SPD;201;32,0 %;+23;176;27,8 %;-25
AfD;157;25,0 %;+34;128;20,2 %;+04
CDU;128;20,4 %;+50;116;18,3 %;+37
GRÜNE/B 90;43;6,8 %;-59;34;5,4 %;-64
DIE LINKE;19;3,0 %;-57;15;2,4 %;-63
BVB / FREIE WÄHLER;37;5,9 %;-11;23;3,6 %;-15
FDP;4;0,6 %;-42;1;0,2 %;-39
Tierschutzpartei;-;-;-;12;1,9 %;-20
Plus;20;3,2 %;+32;14;2,2 %;+09
BSW;-;-;-;107;16,9 %;+169
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;19;3,0 %;+30;7;1,1 %;+11
WU;-;-;-;1;0,2 %;+02
