Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.203;-;-;1.203;-;-
Wählende;539;44,8 %;-;539.0;44,8 %;-
Ungültige Stimmen;9;1,7 %;-;4.0;0,7 %;-
Gültige Stimmen;530;98,3 %;-;535.0;99,3 %;-
SPD;118;22,3 %;-;121.0;22,6 %;-
AfD;244;46,0 %;-;221.0;41,3 %;-
CDU;92;17,4 %;-;62.0;11,6 %;-
GRÜNE/B 90;11;2,1 %;-;9.0;1,7 %;-
DIE LINKE;27;5,1 %;-;17.0;3,2 %;-
BVB / FREIE WÄHLER;33;6,2 %;-;13.0;2,4 %;-
FDP;5;0,9 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;13.0;2,4 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;69.0;12,9 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;2.0;0,4 %;-
