Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;193;-;-;193;-;-
Wählende;107;55,4 %;-20;107;55,4 %;-20
Ungültige Stimmen;0;0,0 %;-13;0;0,0 %;-17
Gültige Stimmen;107;100,0 %;+13;107;100,0 %;+17
SPD;30;28,0 %;+44;31;29,0 %;+43
AfD;44;41,1 %;+170;42;39,3 %;+119
CDU;12;11,2 %;-133;8;7,5 %;-84
GRÜNE/B 90;1;0,9 %;-96;1;0,9 %;-92
DIE LINKE;9;8,4 %;-04;4;3,7 %;-68
BVB / FREIE WÄHLER;9;8,4 %;+45;6;5,6 %;+16
FDP;0;0,0 %;-39;0;0,0 %;-48
Tierschutzpartei;-;-;-;3;2,8 %;+10
Plus;-;-;00;0;0,0 %;-04
BSW;-;-;-;10;9,3 %;+93
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;2;1,9 %;+19;1;0,9 %;+09
WU;-;-;-;1;0,9 %;+09
