Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;862;-;-;862;-;-
Wählende;414;48,0 %;-;414;48,0 %;-
Ungültige Stimmen;2;0,5 %;-;0;0,0 %;-
Gültige Stimmen;412;99,5 %;-;414;100,0 %;-
SPD;155;37,6 %;-;147;35,5 %;-
AfD;131;31,8 %;-;125;30,2 %;-
CDU;67;16,3 %;-;39;9,4 %;-
GRÜNE/B 90;12;2,9 %;-;16;3,9 %;-
DIE LINKE;18;4,4 %;-;16;3,9 %;-
BVB / FREIE WÄHLER;16;3,9 %;-;8;1,9 %;-
FDP;6;1,5 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;4;1,0 %;-
Plus;7;1,7 %;-;4;1,0 %;-
BSW;-;-;-;46;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;4;1,0 %;-
