Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;13.876;-;-;13.876;-;-
Wählende;8.810;63,5 %;+105;8.81;63,5 %;+105
Ungültige Stimmen;119;1,4 %;-00;78.0;0,9 %;-05
Gültige Stimmen;8.691;98,6 %;+00;8.732;99,1 %;+05
SPD;3.396;39,1 %;+71;3.239;37,1 %;-10
AfD;2.776;31,9 %;+117;2.647;30,3 %;+83
CDU;1.520;17,5 %;-29;965.0;11,1 %;-36
GRÜNE/B 90;111;1,3 %;-47;165.0;1,9 %;-43
DIE LINKE;431;5,0 %;-83;213.0;2,4 %;-77
BVB / FREIE WÄHLER;345;4,0 %;-14;170.0;1,9 %;-09
FDP;57;0,7 %;-23;31.0;0,4 %;-25
Tierschutzpartei;-;-;-;124.0;1,4 %;-09
Plus;-;-;-;37.0;0,4 %;-04
BSW;-;-;-;1.085;12,4 %;+124
III. Weg;55;0,6 %;+06;24.0;0,3 %;+03
DKP;-;-;-;3.0;0,0 %;+00
DLW;-;-;-;22.0;0,3 %;+03
WU;-;-;-;7.0;0,1 %;+01
