Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;752;-;-;752;-;-
Ungültige Stimmen;5;0,7 %;-;2;0,3 %;-
Gültige Stimmen;747;99,3 %;-;750;99,7 %;-
SPD;238;31,9 %;-;239;31,9 %;-
AfD;166;22,2 %;-;146;19,5 %;-
CDU;197;26,4 %;-;159;21,2 %;-
GRÜNE/B 90;44;5,9 %;-;47;6,3 %;-
DIE LINKE;32;4,3 %;-;13;1,7 %;-
BVB / FREIE WÄHLER;51;6,8 %;-;20;2,7 %;-
FDP;15;2,0 %;-;11;1,5 %;-
Tierschutzpartei;-;-;-;15;2,0 %;-
Plus;-;-;-;12;1,6 %;-
BSW;-;-;-;84;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;0,5 %;-;4;0,5 %;-
WU;-;-;-;0;0,0 %;-
