Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.492;-;-;1.492;-;-
Wählende;676;45,3 %;-;676;45,3 %;-
Ungültige Stimmen;12;1,8 %;-;8;1,2 %;-
Gültige Stimmen;664;98,2 %;-;668;98,8 %;-
SPD;257;38,7 %;-;238;35,6 %;-
AfD;241;36,3 %;-;221;33,1 %;-
CDU;81;12,2 %;-;52;7,8 %;-
GRÜNE/B 90;4;0,6 %;-;12;1,8 %;-
DIE LINKE;34;5,1 %;-;30;4,5 %;-
BVB / FREIE WÄHLER;16;2,4 %;-;10;1,5 %;-
FDP;9;1,4 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;10;1,5 %;-
Plus;3;0,5 %;-;2;0,3 %;-
BSW;-;-;-;82;12,3 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;6;0,9 %;-;2;0,3 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;2;0,3 %;-
Demokraten BB;13;2,0 %;-;-;-;-
