Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.052;-;-;1.052;-;-
Wählende;354;33,7 %;-;354.0;33,7 %;-
Ungültige Stimmen;7;2,0 %;-;4.0;1,1 %;-
Gültige Stimmen;347;98,0 %;-;350.0;98,9 %;-
SPD;101;29,1 %;-;96.0;27,4 %;-
AfD;149;42,9 %;-;142.0;40,6 %;-
CDU;37;10,7 %;-;34.0;9,7 %;-
GRÜNE/B 90;5;1,4 %;-;3.0;0,9 %;-
DIE LINKE;17;4,9 %;-;14.0;4,0 %;-
BVB / FREIE WÄHLER;23;6,6 %;-;13.0;3,7 %;-
FDP;3;0,9 %;-;4.0;1,1 %;-
Tierschutzpartei;-;-;-;8.0;2,3 %;-
Plus;-;-;-;1.0;0,3 %;-
BSW;-;-;-;31.0;8,9 %;-
III. Weg;-;-;-;1.0;0,3 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;12;3,5 %;-;2.0;0,6 %;-
WU;-;-;-;1.0;0,3 %;-
