Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;492;-;-;492;-;-
Ungültige Stimmen;11;2,2 %;-;2;0,4 %;-
Gültige Stimmen;481;97,8 %;-;490;99,6 %;-
SPD;198;41,2 %;-;165;33,7 %;-
AfD;96;20,0 %;-;81;16,5 %;-
CDU;69;14,3 %;-;53;10,8 %;-
GRÜNE/B 90;14;2,9 %;-;16;3,3 %;-
DIE LINKE;57;11,9 %;-;24;4,9 %;-
BVB / FREIE WÄHLER;30;6,2 %;-;9;1,8 %;-
FDP;1;0,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;15;3,1 %;-
Plus;16;3,3 %;-;10;2,0 %;-
BSW;-;-;-;109;22,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;4;0,8 %;-
WU;-;-;-;2;0,4 %;-
