Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.067;-;-;1.067;-;-
Wählende;501;47,0 %;-;501.0;47,0 %;-
Ungültige Stimmen;8;1,6 %;-;2.0;0,4 %;-
Gültige Stimmen;493;98,4 %;-;499.0;99,6 %;-
SPD;212;43,0 %;-;154.0;30,9 %;-
AfD;143;29,0 %;-;127.0;25,5 %;-
CDU;69;14,0 %;-;54.0;10,8 %;-
GRÜNE/B 90;10;2,0 %;-;35.0;7,0 %;-
DIE LINKE;20;4,1 %;-;17.0;3,4 %;-
BVB / FREIE WÄHLER;31;6,3 %;-;6.0;1,2 %;-
FDP;8;1,6 %;-;7.0;1,4 %;-
Tierschutzpartei;-;-;-;11.0;2,2 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;76.0;15,2 %;-
III. Weg;-;-;-;4.0;0,8 %;-
DKP;-;-;-;3.0;0,6 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;3.0;0,6 %;-
