Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;987;-;-;987;-;-
Wählende;549;55,6 %;-;549;55,6 %;-
Ungültige Stimmen;9;1,6 %;-;5;0,9 %;-
Gültige Stimmen;540;98,4 %;-;544;99,1 %;-
SPD;211;39,1 %;-;186;34,2 %;-
AfD;215;39,8 %;-;192;35,3 %;-
CDU;57;10,6 %;-;45;8,3 %;-
GRÜNE/B 90;1;0,2 %;-;10;1,8 %;-
DIE LINKE;22;4,1 %;-;18;3,3 %;-
BVB / FREIE WÄHLER;25;4,6 %;-;11;2,0 %;-
FDP;3;0,6 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;8;1,5 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;65;11,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;6;1,1 %;-;4;0,7 %;-
WU;-;-;-;0;0,0 %;-
