Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;668;-;-;668;-;-
Ungültige Stimmen;6;0,9 %;-;2;0,3 %;-
Gültige Stimmen;662;99,1 %;-;666;99,7 %;-
SPD;237;35,8 %;-;233;35,0 %;-
AfD;56;8,5 %;-;46;6,9 %;-
CDU;73;11,0 %;-;67;10,1 %;-
GRÜNE/B 90;145;21,9 %;-;126;18,9 %;-
DIE LINKE;96;14,5 %;-;59;8,9 %;-
BVB / FREIE WÄHLER;19;2,9 %;-;8;1,2 %;-
FDP;13;2,0 %;-;9;1,4 %;-
Tierschutzpartei;23;3,5 %;-;11;1,7 %;-
Plus;-;-;-;22;3,3 %;-
BSW;-;-;-;80;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;2;0,3 %;-
