Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.344;-;-;1.344;-;-
Wählende;549;40,8 %;-;549.0;40,8 %;-
Ungültige Stimmen;4;0,7 %;-;2.0;0,4 %;-
Gültige Stimmen;545;99,3 %;-;547.0;99,6 %;-
SPD;188;34,5 %;-;175.0;32,0 %;-
AfD;202;37,1 %;-;185.0;33,8 %;-
CDU;87;16,0 %;-;47.0;8,6 %;-
GRÜNE/B 90;6;1,1 %;-;11.0;2,0 %;-
DIE LINKE;33;6,1 %;-;19.0;3,5 %;-
BVB / FREIE WÄHLER;22;4,0 %;-;9.0;1,6 %;-
FDP;6;1,1 %;-;4.0;0,7 %;-
Tierschutzpartei;-;-;-;14.0;2,6 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;79.0;14,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;1;0,2 %;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
