Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;716;-;-;716;-;-
Wählende;362;50,6 %;+56;362;50,6 %;+56
Ungültige Stimmen;7;1,9 %;-28;6;1,7 %;-02
Gültige Stimmen;355;98,1 %;+28;356;98,3 %;+02
SPD;79;22,3 %;-43;82;23,0 %;-35
AfD;207;58,3 %;+583;204;57,3 %;+225
CDU;31;8,7 %;-99;22;6,2 %;-78
GRÜNE/B 90;3;0,8 %;-16;1;0,3 %;-30
DIE LINKE;15;4,2 %;-70;6;1,7 %;-74
BVB / FREIE WÄHLER;17;4,8 %;-24;7;2,0 %;-22
FDP;1;0,3 %;-58;1;0,3 %;-41
Tierschutzpartei;-;-;-;4;1,1 %;-10
Plus;-;-;-;0;0,0 %;-11
BSW;-;-;-;26;7,3 %;+73
III. Weg;-;-;-;0;0,0 %;00
DKP;2;0,6 %;+06;1;0,3 %;+03
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;1;0,3 %;+03
