Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.301;-;-;1.301;-;-
Wählende;579;44,5 %;-;579.0;44,5 %;-
Ungültige Stimmen;8;1,4 %;-;6.0;1,0 %;-
Gültige Stimmen;571;98,6 %;-;573.0;99,0 %;-
SPD;260;45,5 %;-;223.0;38,9 %;-
AfD;169;29,6 %;-;158.0;27,6 %;-
CDU;59;10,3 %;-;52.0;9,1 %;-
GRÜNE/B 90;27;4,7 %;-;37.0;6,5 %;-
DIE LINKE;18;3,2 %;-;17.0;3,0 %;-
BVB / FREIE WÄHLER;16;2,8 %;-;5.0;0,9 %;-
FDP;15;2,6 %;-;10.0;1,7 %;-
Tierschutzpartei;-;-;-;23.0;4,0 %;-
Plus;7;1,2 %;-;6.0;1,0 %;-
BSW;-;-;-;41.0;7,2 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
