Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;787;-;-;787;-;-
Wählende;503;63,9 %;+73;503;63,9 %;+73
Ungültige Stimmen;3;0,6 %;-11;3;0,6 %;-11
Gültige Stimmen;500;99,4 %;+11;500;99,4 %;+11
SPD;137;27,4 %;+20;129;25,8 %;-09
AfD;196;39,2 %;+105;185;37,0 %;+68
CDU;90;18,0 %;-52;73;14,6 %;-55
GRÜNE/B 90;5;1,0 %;-29;4;0,8 %;-29
DIE LINKE;15;3,0 %;-68;8;1,6 %;-74
BVB / FREIE WÄHLER;50;10,0 %;+41;21;4,2 %;-02
FDP;7;1,4 %;-17;5;1,0 %;-23
Tierschutzpartei;-;-;-;10;2,0 %;+02
Plus;-;-;-;4;0,8 %;-01
BSW;-;-;-;55;11,0 %;+110
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;5;1,0 %;+10
WU;-;-;-;0;0,0 %;00
