Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.991;-;-;4.991;-;-
Wählende;3.508;70,3 %;+143;3.508;70,3 %;+143
Ungültige Stimmen;51;1,5 %;-00;37.0;1,1 %;-03
Gültige Stimmen;3.457;98,5 %;+00;3.471;98,9 %;+03
SPD;948;27,4 %;+07;910.0;26,2 %;-07
AfD;1.358;39,3 %;+130;1.262;36,4 %;+87
CDU;732;21,2 %;+14;508.0;14,6 %;-49
GRÜNE/B 90;41;1,2 %;-46;47.0;1,4 %;-48
DIE LINKE;132;3,8 %;-51;61.0;1,8 %;-59
BVB / FREIE WÄHLER;199;5,8 %;-00;68.0;2,0 %;-16
FDP;47;1,4 %;-41;27.0;0,8 %;-37
Tierschutzpartei;-;-;-;58.0;1,7 %;-07
Plus;-;-;-;21.0;0,6 %;-10
BSW;-;-;-;483.0;13,9 %;+139
III. Weg;-;-;-;3.0;0,1 %;+01
DKP;-;-;-;5.0;0,1 %;+01
DLW;-;-;-;13.0;0,4 %;+04
WU;-;-;-;5.0;0,1 %;+01
