Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;945;-;-;945;-;-
Wählende;501;53,0 %;-;501;53,0 %;-
Ungültige Stimmen;9;1,8 %;-;9;1,8 %;-
Gültige Stimmen;492;98,2 %;-;492;98,2 %;-
SPD;219;44,5 %;-;171;34,8 %;-
AfD;149;30,3 %;-;134;27,2 %;-
CDU;61;12,4 %;-;53;10,8 %;-
GRÜNE/B 90;13;2,6 %;-;34;6,9 %;-
DIE LINKE;19;3,9 %;-;16;3,3 %;-
BVB / FREIE WÄHLER;12;2,4 %;-;7;1,4 %;-
FDP;5;1,0 %;-;9;1,8 %;-
Tierschutzpartei;-;-;-;14;2,8 %;-
Plus;13;2,6 %;-;9;1,8 %;-
BSW;-;-;-;42;8,5 %;-
III. Weg;1;0,2 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;1;0,2 %;-
