Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;844;-;-;844;-;-
Wählende;496;58,8 %;+09;496;58,8 %;+09
Ungültige Stimmen;10;2,0 %;-02;8;1,6 %;-06
Gültige Stimmen;486;98,0 %;+02;488;98,4 %;+06
SPD;155;31,9 %;+22;153;31,4 %;-27
AfD;211;43,4 %;+191;197;40,4 %;+134
CDU;74;15,2 %;-95;50;10,2 %;-99
GRÜNE/B 90;4;0,8 %;-21;3;0,6 %;-27
DIE LINKE;20;4,1 %;-52;8;1,6 %;-58
BVB / FREIE WÄHLER;19;3,9 %;-25;14;2,9 %;-11
FDP;1;0,2 %;-25;1;0,2 %;-25
Tierschutzpartei;-;-;-;10;2,0 %;+10
Plus;-;-;-;2;0,4 %;-00
BSW;-;-;-;44;9,0 %;+90
III. Weg;2;0,4 %;+04;3;0,6 %;+06
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;2;0,4 %;+04
