Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.114;-;-;1.114;-;-
Wählende;490;44,0 %;-;490.0;44,0 %;-
Ungültige Stimmen;12;2,4 %;-;10.0;2,0 %;-
Gültige Stimmen;478;97,6 %;-;480.0;98,0 %;-
SPD;201;42,1 %;-;176.0;36,7 %;-
AfD;174;36,4 %;-;160.0;33,3 %;-
CDU;50;10,5 %;-;42.0;8,8 %;-
GRÜNE/B 90;3;0,6 %;-;6.0;1,2 %;-
DIE LINKE;21;4,4 %;-;17.0;3,5 %;-
BVB / FREIE WÄHLER;24;5,0 %;-;13.0;2,7 %;-
FDP;2;0,4 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;9.0;1,9 %;-
Plus;-;-;-;6.0;1,2 %;-
BSW;-;-;-;46.0;9,6 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;3;0,6 %;-;3.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
