Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;145;-;-;145;-;-
Wählende;76;52,4 %;-;76;52,4 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;76;100,0 %;-;76;100,0 %;-
SPD;27;35,5 %;-;24;31,6 %;-
AfD;25;32,9 %;-;23;30,3 %;-
CDU;18;23,7 %;-;10;13,2 %;-
GRÜNE/B 90;0;0,0 %;-;3;3,9 %;-
DIE LINKE;0;0,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;4;5,3 %;-;2;2,6 %;-
FDP;1;1,3 %;-;2;2,6 %;-
Tierschutzpartei;-;-;-;1;1,3 %;-
Plus;1;1,3 %;-;2;2,6 %;-
BSW;-;-;-;8;10,5 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;1,3 %;-
