Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;137;-;-;137;-;-
Wählende;95;69,3 %;-;95;69,3 %;-
Ungültige Stimmen;2;2,1 %;-;1;1,1 %;-
Gültige Stimmen;93;97,9 %;-;94;98,9 %;-
SPD;22;23,7 %;-;19;20,2 %;-
AfD;50;53,8 %;-;48;51,1 %;-
CDU;14;15,1 %;-;7;7,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,1 %;-
DIE LINKE;-;-;-;2;2,1 %;-
BVB / FREIE WÄHLER;6;6,5 %;-;2;2,1 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;13,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
