Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;307;-;-;307;-;-
Wählende;186;60,6 %;-;186;60,6 %;-
Ungültige Stimmen;5;2,7 %;-;1;0,5 %;-
Gültige Stimmen;181;97,3 %;-;185;99,5 %;-
SPD;60;33,1 %;-;51;27,6 %;-
AfD;68;37,6 %;-;63;34,1 %;-
CDU;25;13,8 %;-;19;10,3 %;-
GRÜNE/B 90;4;2,2 %;-;8;4,3 %;-
DIE LINKE;9;5,0 %;-;4;2,2 %;-
BVB / FREIE WÄHLER;13;7,2 %;-;5;2,7 %;-
FDP;2;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;3;1,6 %;-
BSW;-;-;-;28;15,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;2;1,1 %;-
WU;-;-;-;0;0,0 %;-
