Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;261;-;-;261;-;-
Wählende;155;59,4 %;-;155;59,4 %;-
Ungültige Stimmen;2;1,3 %;-;2;1,3 %;-
Gültige Stimmen;153;98,7 %;-;153;98,7 %;-
SPD;60;39,2 %;-;56;36,6 %;-
AfD;52;34,0 %;-;50;32,7 %;-
CDU;21;13,7 %;-;17;11,1 %;-
GRÜNE/B 90;1;0,7 %;-;3;2,0 %;-
DIE LINKE;7;4,6 %;-;5;3,3 %;-
BVB / FREIE WÄHLER;10;6,5 %;-;3;2,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,3 %;-
Plus;-;-;-;2;1,3 %;-
BSW;-;-;-;13;8,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,3 %;-;2;1,3 %;-
WU;-;-;-;0;0,0 %;-
