Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;278;-;-;278;-;-
Wählende;200;71,9 %;+109;200;71,9 %;+109
Ungültige Stimmen;3;1,5 %;-14;2;1,0 %;-14
Gültige Stimmen;197;98,5 %;+14;198;99,0 %;+14
SPD;45;22,8 %;+30;46;23,2 %;+21
AfD;87;44,2 %;+68;84;42,4 %;+37
CDU;28;14,2 %;-36;25;12,6 %;-37
GRÜNE/B 90;1;0,5 %;-44;4;2,0 %;-19
DIE LINKE;3;1,5 %;-78;3;1,5 %;-34
BVB / FREIE WÄHLER;10;5,1 %;-20;9;4,5 %;-15
FDP;0;0,0 %;-37;0;0,0 %;-46
Tierschutzpartei;7;3,6 %;+36;2;1,0 %;-22
Plus;-;-;-;0;0,0 %;-12
BSW;-;-;-;14;7,1 %;+71
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;16;8,1 %;+81;10;5,1 %;+51
WU;-;-;-;1;0,5 %;+05
