Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;8.612;-;-;8.612;-;-
Wählende;6.202;72,0 %;+119;6.202;72,0 %;+119
Ungültige Stimmen;96;1,5 %;+02;61;1,0 %;-05
Gültige Stimmen;6.106;98,5 %;-02;6.141;99,0 %;+05
SPD;2.446;40,1 %;+41;2.185;35,6 %;+44
AfD;1.706;27,9 %;+97;1.553;25,3 %;+69
CDU;871;14,3 %;+21;643;10,5 %;-12
GRÜNE/B 90;201;3,3 %;-70;271;4,4 %;-81
DIE LINKE;321;5,3 %;-77;195;3,2 %;-97
BVB / FREIE WÄHLER;356;5,8 %;-01;146;2,4 %;-21
FDP;107;1,8 %;-22;69;1,1 %;-29
Tierschutzpartei;-;-;-;155;2,5 %;-05
Plus;-;-;-;75;1,2 %;-04
BSW;-;-;-;781;12,7 %;+127
III. Weg;-;-;-;8;0,1 %;+01
DKP;42;0,7 %;+02;12;0,2 %;+02
DLW;-;-;-;26;0,4 %;+04
WU;-;-;-;22;0,4 %;+04
EB Schamberger;56;0,9 %;+09;-;-;-
