Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;153;-;-;153;-;-
Wählende;94;61,4 %;-;94;61,4 %;-
Ungültige Stimmen;4;4,3 %;-;0;0,0 %;-
Gültige Stimmen;90;95,7 %;-;94;100,0 %;-
SPD;16;17,8 %;-;18;19,1 %;-
AfD;49;54,4 %;-;42;44,7 %;-
CDU;11;12,2 %;-;10;10,6 %;-
GRÜNE/B 90;1;1,1 %;-;0;0,0 %;-
DIE LINKE;5;5,6 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;4;4,4 %;-;2;2,1 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;3;3,3 %;-;2;2,1 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;17;18,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
