Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;343;-;-;343;-;-
Wählende;207;60,3 %;-;207;60,3 %;-
Ungültige Stimmen;2;1,0 %;-;0;0,0 %;-
Gültige Stimmen;205;99,0 %;-;207;100,0 %;-
SPD;45;22,0 %;-;54;26,1 %;-
AfD;93;45,4 %;-;75;36,2 %;-
CDU;38;18,5 %;-;21;10,1 %;-
GRÜNE/B 90;2;1,0 %;-;1;0,5 %;-
DIE LINKE;10;4,9 %;-;6;2,9 %;-
BVB / FREIE WÄHLER;13;6,3 %;-;4;1,9 %;-
FDP;4;2,0 %;-;2;1,0 %;-
Tierschutzpartei;-;-;-;6;2,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;38;18,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
