Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.094;-;-;1.094;-;-
Wählende;559;51,1 %;-;559.0;51,1 %;-
Ungültige Stimmen;4;0,7 %;-;4.0;0,7 %;-
Gültige Stimmen;555;99,3 %;-;555.0;99,3 %;-
SPD;162;29,2 %;-;165.0;29,7 %;-
AfD;207;37,3 %;-;190.0;34,2 %;-
CDU;92;16,6 %;-;72.0;13,0 %;-
GRÜNE/B 90;8;1,4 %;-;8.0;1,4 %;-
DIE LINKE;25;4,5 %;-;10.0;1,8 %;-
BVB / FREIE WÄHLER;56;10,1 %;-;19.0;3,4 %;-
FDP;5;0,9 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;5.0;0,9 %;-
Plus;-;-;-;4.0;0,7 %;-
BSW;-;-;-;80.0;14,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
