Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;692;-;-;692;-;-
Ungültige Stimmen;7;1,0 %;-;4;0,6 %;-
Gültige Stimmen;685;99,0 %;-;688;99,4 %;-
SPD;159;23,2 %;-;174;25,3 %;-
AfD;158;23,1 %;-;143;20,8 %;-
CDU;196;28,6 %;-;141;20,5 %;-
GRÜNE/B 90;23;3,4 %;-;23;3,3 %;-
DIE LINKE;61;8,9 %;-;15;2,2 %;-
BVB / FREIE WÄHLER;82;12,0 %;-;38;5,5 %;-
FDP;6;0,9 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;13;1,9 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;121;17,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;4;0,6 %;-
WU;-;-;-;1;0,1 %;-
