Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;223;-;-;223;-;-
Wählende;127;57,0 %;-;127;57,0 %;-
Ungültige Stimmen;2;1,6 %;-;0;0,0 %;-
Gültige Stimmen;125;98,4 %;-;127;100,0 %;-
SPD;47;37,6 %;-;36;28,3 %;-
AfD;48;38,4 %;-;47;37,0 %;-
CDU;8;6,4 %;-;5;3,9 %;-
GRÜNE/B 90;12;9,6 %;-;20;15,7 %;-
DIE LINKE;1;0,8 %;-;1;0,8 %;-
BVB / FREIE WÄHLER;8;6,4 %;-;3;2,4 %;-
FDP;1;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,6 %;-
Plus;-;-;-;2;1,6 %;-
BSW;-;-;-;11;8,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
