Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.562;-;-;2.562;-;-
Wählende;1.231;48,0 %;+64;1.231;48,0 %;+64
Ungültige Stimmen;12;1,0 %;-09;9.0;0,7 %;-08
Gültige Stimmen;1.219;99,0 %;+09;1.222;99,3 %;+08
SPD;382;31,3 %;+72;347.0;28,4 %;+18
AfD;506;41,5 %;+165;471.0;38,5 %;+121
CDU;174;14,3 %;-78;142.0;11,6 %;-57
GRÜNE/B 90;21;1,7 %;-106;22.0;1,8 %;-84
DIE LINKE;47;3,9 %;-38;22.0;1,8 %;-58
BVB / FREIE WÄHLER;72;5,9 %;+17;26.0;2,1 %;-12
FDP;6;0,5 %;-29;4.0;0,3 %;-49
Tierschutzpartei;-;-;-;18.0;1,5 %;-09
Plus;-;-;-05;6.0;0,5 %;-03
BSW;-;-;-;155.0;12,7 %;+127
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;2.0;0,2 %;+02
DLW;11;0,9 %;+09;3.0;0,2 %;+02
WU;-;-;-;3.0;0,2 %;+02
