Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.139;-;-;1.139;-;-
Wählende;462;40,6 %;-;462.0;40,6 %;-
Ungültige Stimmen;1;0,2 %;-;2.0;0,4 %;-
Gültige Stimmen;461;99,8 %;-;460.0;99,6 %;-
SPD;159;34,5 %;-;141.0;30,7 %;-
AfD;161;34,9 %;-;143.0;31,1 %;-
CDU;47;10,2 %;-;46.0;10,0 %;-
GRÜNE/B 90;5;1,1 %;-;9.0;2,0 %;-
DIE LINKE;54;11,7 %;-;24.0;5,2 %;-
BVB / FREIE WÄHLER;31;6,7 %;-;8.0;1,7 %;-
FDP;4;0,9 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;9.0;2,0 %;-
Plus;-;-;-;5.0;1,1 %;-
BSW;-;-;-;74.0;16,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
