Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;10.913;-;-;10.913;-;-
Wählende;8.552;78,4 %;+117;8.552;78,4 %;+117
Ungültige Stimmen;130;1,5 %;+06;93.0;1,1 %;+02
Gültige Stimmen;8.422;98,5 %;-06;8.459;98,9 %;-02
SPD;2.822;33,5 %;+122;2.576;30,5 %;+72
AfD;2.220;26,4 %;+102;2.054;24,3 %;+65
CDU;1.591;18,9 %;+70;1.165;13,8 %;+20
GRÜNE/B 90;238;2,8 %;-110;473.0;5,6 %;-89
DIE LINKE;771;9,2 %;-66;364.0;4,3 %;-95
BVB / FREIE WÄHLER;547;6,5 %;-120;267.0;3,2 %;-86
FDP;90;1,1 %;-15;84.0;1,0 %;-25
Tierschutzpartei;-;-;-;180.0;2,1 %;+01
Plus;143;1,7 %;+17;92.0;1,1 %;-01
BSW;-;-;-;1.153;13,6 %;+136
III. Weg;-;-;-;6.0;0,1 %;+01
DKP;-;-;-;7.0;0,1 %;+01
DLW;-;-;-;17.0;0,2 %;+02
WU;-;-;-;21.0;0,2 %;+02
