Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;650;-;-;650;-;-
Wählende;294;45,2 %;-07;294;45,2 %;-07
Ungültige Stimmen;7;2,4 %;+09;7;2,4 %;+12
Gültige Stimmen;287;97,6 %;-09;287;97,6 %;-12
SPD;104;36,2 %;+144;106;36,9 %;+94
AfD;98;34,1 %;+134;92;32,1 %;+93
CDU;28;9,8 %;-96;29;10,1 %;-66
GRÜNE/B 90;2;0,7 %;-49;0;0,0 %;-71
DIE LINKE;31;10,8 %;-98;11;3,8 %;-92
BVB / FREIE WÄHLER;22;7,7 %;-12;8;2,8 %;-35
FDP;0;0,0 %;-31;0;0,0 %;-37
Tierschutzpartei;-;-;-;2;0,7 %;-11
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;37;12,9 %;+129
III. Weg;2;0,7 %;+07;2;0,7 %;+07
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
