Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;829;-;-;829;-;-
Wählende;408;49,2 %;-;408;49,2 %;-
Ungültige Stimmen;8;2,0 %;-;4;1,0 %;-
Gültige Stimmen;400;98,0 %;-;404;99,0 %;-
SPD;158;39,5 %;-;133;32,9 %;-
AfD;107;26,8 %;-;101;25,0 %;-
CDU;45;11,2 %;-;39;9,7 %;-
GRÜNE/B 90;12;3,0 %;-;17;4,2 %;-
DIE LINKE;23;5,8 %;-;16;4,0 %;-
BVB / FREIE WÄHLER;51;12,8 %;-;23;5,7 %;-
FDP;4;1,0 %;-;5;1,2 %;-
Tierschutzpartei;-;-;-;16;4,0 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;48;11,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
