Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;787;-;-;787;-;-
Wählende;345;43,8 %;-;345;43,8 %;-
Ungültige Stimmen;5;1,4 %;-;3;0,9 %;-
Gültige Stimmen;340;98,6 %;-;342;99,1 %;-
SPD;132;38,8 %;-;111;32,5 %;-
AfD;130;38,2 %;-;124;36,3 %;-
CDU;19;5,6 %;-;11;3,2 %;-
GRÜNE/B 90;5;1,5 %;-;8;2,3 %;-
DIE LINKE;30;8,8 %;-;21;6,1 %;-
BVB / FREIE WÄHLER;14;4,1 %;-;3;0,9 %;-
FDP;4;1,2 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;9;2,6 %;-
Plus;6;1,8 %;-;3;0,9 %;-
BSW;-;-;-;44;12,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;1,2 %;-
WU;-;-;-;0;0,0 %;-
