Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.357;-;-;1.357;-;-
Wählende;705;52,0 %;-;705;52,0 %;-
Ungültige Stimmen;10;1,4 %;-;6;0,9 %;-
Gültige Stimmen;695;98,6 %;-;699;99,1 %;-
SPD;272;39,1 %;-;260;37,2 %;-
AfD;254;36,5 %;-;232;33,2 %;-
CDU;105;15,1 %;-;76;10,9 %;-
GRÜNE/B 90;2;0,3 %;-;15;2,1 %;-
DIE LINKE;22;3,2 %;-;11;1,6 %;-
BVB / FREIE WÄHLER;18;2,6 %;-;5;0,7 %;-
FDP;6;0,9 %;-;1;0,1 %;-
Tierschutzpartei;-;-;-;9;1,3 %;-
Plus;8;1,2 %;-;7;1,0 %;-
BSW;-;-;-;75;10,7 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;6;0,9 %;-
Demokraten BB;8;1,2 %;-;-;-;-
