Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;334;-;-;334;-;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;332;99,4 %;-;333;99,7 %;-
SPD;99;29,8 %;-;112;33,6 %;-
AfD;89;26,8 %;-;63;18,9 %;-
CDU;109;32,8 %;-;55;16,5 %;-
GRÜNE/B 90;4;1,2 %;-;2;0,6 %;-
DIE LINKE;-;-;-;2;0,6 %;-
BVB / FREIE WÄHLER;28;8,4 %;-;9;2,7 %;-
FDP;3;0,9 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;8;2,4 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;78;23,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
