Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;770;-;-;770;-;-
Ungültige Stimmen;5;0,6 %;-;1;0,1 %;-
Gültige Stimmen;765;99,4 %;-;769;99,9 %;-
SPD;264;34,5 %;-;262;34,1 %;-
AfD;81;10,6 %;-;61;7,9 %;-
CDU;79;10,3 %;-;63;8,2 %;-
GRÜNE/B 90;138;18,0 %;-;102;13,3 %;-
DIE LINKE;123;16,1 %;-;81;10,5 %;-
BVB / FREIE WÄHLER;36;4,7 %;-;14;1,8 %;-
FDP;13;1,7 %;-;12;1,6 %;-
Tierschutzpartei;31;4,1 %;-;15;2,0 %;-
Plus;-;-;-;37;4,8 %;-
BSW;-;-;-;120;15,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
