Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.027;-;-;1.027;-;-
Wählende;549;53,5 %;+84;549.0;53,5 %;+84
Ungültige Stimmen;6;1,1 %;-11;4.0;0,7 %;-08
Gültige Stimmen;543;98,9 %;+11;545.0;99,3 %;+08
SPD;161;29,7 %;+93;132.0;24,2 %;+46
AfD;274;50,5 %;+154;255.0;46,8 %;+100
CDU;44;8,1 %;-99;27.0;5,0 %;-129
GRÜNE/B 90;4;0,7 %;-39;7.0;1,3 %;-22
DIE LINKE;16;2,9 %;-58;8.0;1,5 %;-68
BVB / FREIE WÄHLER;23;4,2 %;-34;17.0;3,1 %;-32
FDP;7;1,3 %;-13;6.0;1,1 %;-26
Tierschutzpartei;14;2,6 %;+26;10.0;1,8 %;-14
Plus;-;-;-;4.0;0,7 %;+01
BSW;-;-;-;76.0;13,9 %;+139
III. Weg;-;-;-;2.0;0,4 %;+04
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;1.0;0,2 %;+02
WU;-;-;-;0.0;0,0 %;00
