Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.142;-;-;1.142;-;-
Wählende;597;52,3 %;-;597.0;52,3 %;-
Ungültige Stimmen;13;2,2 %;-;9.0;1,5 %;-
Gültige Stimmen;584;97,8 %;-;588.0;98,5 %;-
SPD;225;38,5 %;-;204.0;34,7 %;-
AfD;174;29,8 %;-;160.0;27,2 %;-
CDU;105;18,0 %;-;69.0;11,7 %;-
GRÜNE/B 90;10;1,7 %;-;25.0;4,3 %;-
DIE LINKE;32;5,5 %;-;25.0;4,3 %;-
BVB / FREIE WÄHLER;31;5,3 %;-;16.0;2,7 %;-
FDP;7;1,2 %;-;5.0;0,9 %;-
Tierschutzpartei;-;-;-;14.0;2,4 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;67.0;11,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
